7 days / 1 weeks|$1,844|(#83 rank, 10 theaters, $184 average)|64.7%|10 theaters|March 9, 2017|2/26/17|Spain|12/2/16|$571,546|28.7%|$1,992,197|
November 10, 2011|35 days / 5 weeks|$135,739|100.0%|n/a|0.0%|$135,739||$55,850|(#41 rank, 33 theaters, $1,692 average)|33 theaters|41.1%|52.2%|$201,099|10/23/11|Hong Kong|Newport|9/29/11|$104,930|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|100%|Ecuador|UIP|$29,600|4/15/16|$29,600|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/3/16|-|France|PPI|-|3/16/16|$2,688,871|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|43.5%|Germany|PPI|$581,342|3/31/16|$1,335,305|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/10/16|51.3%|Greece|UIP|$65,057|3/31/16|$126,930|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|100%|Hong Kong|Intercon|$422,332|4/14/16|$422,332|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/1/16|38.6%|Hungary|UIP|$51,920|4/14/16|$134,423|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/8/16|31.2%|Iceland|Samfilm|$21,754|4/1/16|$69,831|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|38.3%|Israel|UIP|$50,691|3/31/16|$132,401|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/1/16|100%|Italy|UPI|$157,889|4/28/16|$157,889|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|52.6%|Lebanon|UIP|$24,250|3/31/16|$46,116|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/24/16|36.3%|Lithuania|Forum|$14,980|4/1/16|$41,245|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|57.8%|Malaysia|UIP|$113,656|4/7/16|$196,641|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/24/16|52.2%|Mexico|PPI|$709,004|4/15/16|$1,358,735|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/10/16|29.5%|Netherlands|UPI|$223,530|3/10/16|$758,514|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/3/16|35.5%|New Zealand|PPI|$139,341|3/10/16|$392,333|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||3/27/16|41.8%|Norway|UIP|$71,275|3/11/16|$170,603|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/3/16|100%|Oman|-|$9,182|3/31/16|$9,182|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/8/16|49.5%|Poland|UIP|$120,882|4/22/16|$244,239|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/8/16|40.7%|Portugal|UIP|$87,353|4/7/16|$214,497|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||10/2/16|47%|Romania|RI 2000|$52,469|4/8/16|$111,604|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/29/16|58.9%|Russia - CIS|Cent Part|$771,701|3/31/16|$1,310,014|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|58.8%|Singapore|UIP|$162,277|4/7/16|$276,202|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|67.3%|Slovakia|CinemArt|$15,678|4/7/16|$23,291|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/15/16|44.3%|South Africa|UIP|$26,660|4/8/16|$60,128|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/24/16|53%|South Korea|-|$1,338,629|4/7/16|$2,525,730|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/24/16|35.4%|Spain|PPI|$427,504|3/18/16|$1,206,010|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|-|Sweden|UIP|-|3/30/16|$503,389|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|32.2%|Taiwan|UIP|$275,926|4/1/16|$857,509|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|53.8%|Thailand|UIP|$221,857|3/31/16|$412,517|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/24/16|37.3%|Turkey|UIP|$65,991|4/1/16|$177,104|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/24/16|53.6%|Ukraine|PPI|$62,380|3/31/16|$116,466|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||5/1/16|52.5%|United Arab Emirates|PPI|$182,294|3/31/16|$347,223|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/10/16|32.6%|United Kingdom|PPI|$2,318,776|3/18/16|$7,107,143|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|100%|Uruguay|PPI|$11,530|4/14/16|$11,530|
N/A|June 2, 2016|Paramount|$72,082,998|65.4%|$38,134,000|34.6%|Thriller|84 days / 12 weeks|(#2 rank, 3,391 theaters, $7,292 average)|$24,727,437|34.3%|PG-13|March 11, 2016|1 hrs. 45 min.|$72,082,998|3,427 theaters|$110,216,998||4/17/16|57%|Venezuela|UIP|$30,756|4/8/16|$53,976|
N/A|December 21, 2006|ThinkFilm|$83,291|6.0%|$1,315,931|94.0%|Comedy|21 days / 3 weeks|(#52 rank, 15 theaters, $2,395 average)|$35,929|43.1%|R|December 1, 2006|1 hrs. 22 min.|$83,291|15 theaters|$1,399,222||8/31/08|43.8%|Italy|DNC|$99,270|4/18/08|$226,695|
N/A|December 21, 2006|ThinkFilm|$83,291|6.0%|$1,315,931|94.0%|Comedy|21 days / 3 weeks|(#52 rank, 15 theaters, $2,395 average)|$35,929|43.1%|R|December 1, 2006|1 hrs. 22 min.|$83,291|15 theaters|$1,399,222||5/11/08|-|Mexico|Aztec|-|10/5/07|$355,930|
N/A|December 21, 2006|ThinkFilm|$83,291|6.0%|$1,315,931|94.0%|Comedy|21 days / 3 weeks|(#52 rank, 15 theaters, $2,395 average)|$35,929|43.1%|R|December 1, 2006|1 hrs. 22 min.|$83,291|15 theaters|$1,399,222||7/1/07|24.2%|Portugal|LNK|$2,500|5/31/07|$10,341|
N/A|December 21, 2006|ThinkFilm|$83,291|6.0%|$1,315,931|94.0%|Comedy|21 days / 3 weeks|(#52 rank, 15 theaters, $2,395 average)|$35,929|43.1%|R|December 1, 2006|1 hrs. 22 min.|$83,291|15 theaters|$1,399,222||9/9/07|-|Russia - CIS|Luxor|-|7/26/07|$236,070|
N/A|December 21, 2006|ThinkFilm|$83,291|6.0%|$1,315,931|94.0%|Comedy|21 days / 3 weeks|(#52 rank, 15 theaters, $2,395 average)|$35,929|43.1%|R|December 1, 2006|1 hrs. 22 min.|$83,291|15 theaters|$1,399,222||6/10/07|36.4%|Spain|Manga|$177,037|4/27/07|$486,895|
$259,941|53.7%|$484,487|N/A|December 20, 2007|Monterey Media, Inc.|$224,546|46.3%|Documentary|224 days / 32 weeks|Unrated|April 27, 2007|1 hrs. 29 min.|$224,546|11 theaters||7/20/08|10.6%|Austria|Einhorn|$2,569|7/4/08|$24,162|
N/A|December 20, 2007|Monterey Media, Inc.|$224,546|46.3%|$259,941|53.7%|Documentary|224 days / 32 weeks|Unrated|April 27, 2007|1 hrs. 29 min.|$224,546|11 theaters|$484,487||6/22/08|21%|Germany|NFP|$35,066|5/8/08|$167,148|
N/A|December 20, 2007|Monterey Media, Inc.|$224,546|46.3%|$259,941|53.7%|Documentary|224 days / 32 weeks|Unrated|April 27, 2007|1 hrs. 29 min.|$224,546|11 theaters|$484,487||4/20/08|85.9%|Switzerland|Elite|$39,188|4/17/08|$45,641|
N/A|December 20, 2007|Monterey Media, Inc.|$224,546|46.3%|$259,941|53.7%|Documentary|224 days / 32 weeks|Unrated|April 27, 2007|1 hrs. 29 min.|$224,546|11 theaters|$484,487||7/13/08|21.6%|Taiwan|DoubEdge|$4,973|6/27/08|$22,990|
Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|41.1%|$48,252|5/11/06|Argentina|DistrCo.|3/16/06|$19,827|
April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|-|$61,300|10/7/05|Austria|-|9/16/05|-|
1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|-|$192,450|1/27/08|Brazil|Imovision|8/12/05|-|
N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|-|$47,360|10/19/06|Chile|-|6/15/06|-|
R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|100%|$2,944|9/11/05|Czech Republic|Art Cam|9/8/05|$2,944|
$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|26.5%|$634,335|2/23/06|Germany|Pandora|8/11/05|$168,294|
(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|100%|$40,550|10/9/05|Greece|-|10/6/05|$40,550|
8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.7%|$913,097|1/16/05|Italy|Mikado|12/3/04|$79,323|
8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|-|$129,266|9/22/06|Mexico|-|4/7/06|-|
$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|98.5%|$17,962|3/13/05|Netherlands|BrAngel|3/10/05|$17,684|
31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|28.3%|$17,340|1/1/06|Norway|Oro Film|12/26/05|$4,911|
91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|74.7%|$29,565|11/7/04|Russia - CIS|-|11/3/04|$22,078|
August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|-|$437,757|7/15/05|Spain|-|3/23/05|-|
$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|30.7%|$9,290|6/12/05|Taiwan|-|5/7/05|$2,855|
112 days / 16 weeks|$241,914|Sony Classics|April 29, 2005|N/A|$241,914|8.2%|$2,723,401|91.8%|$2,965,315||$20,084|Foreign|1 hrs. 35 min.|R|(#65 rank, 7 theaters, $2,869 average)|8.3%|31 theaters|August 18, 2005|13.2%|$141,933|9/9/05|United Kingdom|Optimum|7/15/05|$18,677|
N/A|October 11, 2012|Anchor Bay Films|$203,373|100.0%|n/a|0.0%|Comedy / Drama|28 days / 4 weeks|(#62 rank, 3 theaters, $7,569 average)|$22,707|11.2%|PG-13|September 14, 2012|1 hrs. 40 min.|$203,373|63 theaters|$203,373||12/23/12|100%|Russia - CIS|-|$35,435|12/20/12|$35,435|
N/A|October 11, 2012|Anchor Bay Films|$203,373|100.0%|n/a|0.0%|Comedy / Drama|28 days / 4 weeks|(#62 rank, 3 theaters, $7,569 average)|$22,707|11.2%|PG-13|September 14, 2012|1 hrs. 40 min.|$203,373|63 theaters|$203,373||1/20/13|100%|Singapore|GoldVill|$4,347|1/17/13|$4,347|
N/A|October 11, 2012|Anchor Bay Films|$203,373|100.0%|n/a|0.0%|Comedy / Drama|28 days / 4 weeks|(#62 rank, 3 theaters, $7,569 average)|$22,707|11.2%|PG-13|September 14, 2012|1 hrs. 40 min.|$203,373|63 theaters|$203,373||3/17/13|47.7%|South Africa|SterKine|$16,769|3/8/13|$35,181|
N/A|October 11, 2012|Anchor Bay Films|$203,373|100.0%|n/a|0.0%|Comedy / Drama|28 days / 4 weeks|(#62 rank, 3 theaters, $7,569 average)|$22,707|11.2%|PG-13|September 14, 2012|1 hrs. 40 min.|$203,373|63 theaters|$203,373||11/9/14|100%|United Arab Emirates|Gulf|$7,648|11/6/14|$7,648|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||6/16/08|21.8%|Argentina|WB|$492,451|3/6/08|$2,262,479|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/25/08|32.8%|Australia|WB|$2,058,395|3/6/08|$6,276,216|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/4/08|31.9%|Austria|WB|$434,353|3/7/08|$1,363,338|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/18/08|25.3%|Belgium|WB|$617,996|3/12/08|$2,442,136|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/11/08|36.3%|Bolivia|-|$64,607|3/20/08|$178,173|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||6/8/08|27.8%|Brazil|WB|$1,646,215|3/7/08|$5,918,492|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/11/08|46.1%|Bulgaria|Alexandra|$162,012|3/14/08|$351,361|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/4/08|-|Central America|-|-|3/14/08|$178,212|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/11/08|25.3%|Chile|WB|$309,515|3/6/08|$1,222,724|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||4/20/08|33%|China|China Film|$3,582,301|3/21/08|$10,851,097|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/18/08|-|Colombia|-|-|3/14/08|$2,623,559|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/11/08|-|Croatia|-|-|3/13/08|$299,318|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||4/20/08|27.9%|Czech Republic|WB|$161,848|3/13/08|$580,469|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||4/27/08|27.2%|Denmark|Sandrew|$443,860|3/14/08|$1,629,334|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/4/08|-|East Africa|-|-|3/21/08|$90,452|
$105 million|June 19, 2008|Warner Bros.|$94,784,201|35.1%|$175,000,000|64.9%|Period Adventure|105 days / 15 weeks|(#1 rank, 3,410 theaters, $10,518 average)|$35,867,488|37.8%|PG-13|March 7, 2008|1 hrs. 49 min.|$94,784,201|3,454 theaters|$269,784,201||5/4/08|-|Ecuador|-|-|3/21/08|$450,968|
